(0, (0, 0), (0, 0), 'false', 0)
(1, (0, 0), (0, 0), 'false', 0)
(2, (0, 0), (0, 0), 'false', 0)
(3, (0, 0), (0, 0), 'false', 0)
(4, (0, 0), (0, 0), 'false', 0)
(5, (896, 274), (53, 46), 'true', 357)
(6, (846, 452), (49, 55), 'true', 333)
(7, (845, 470), (53, 63), 'true', 314)
(8, (904, 451), (53, 61), 'true', 270)
(9, (971, 418), (42, 58), 'true', 285)
(10, (1021, 780), (51, 69), 'true', 299)
(11, (0, 0), (0, 0), 'false', 0)
(12, (810, 759), (55, 54), 'true', 318)
(13, (826, 514), (64, 49), 'true', 352)
(14, (1078, 495), (41, 57), 'true', 274)
(15, (936, 560), (49, 51), 'true', 309)
(16, (743, 567), (57, 60), 'true', 309)
(17, (813, 681), (53, 57), 'true', 301)
(18, (989, 414), (48, 62), 'true', 270)
(19, (897, 473), (48, 62), 'true', 262)
(20, (795, 701), (67, 49), 'true', 333)
(21, (815, 662), (49, 56), 'true', 294)
(22, (1014, 592), (47, 61), 'true', 269)
(23, (1010, 605), (46, 59), 'true', 288)
(24, (936, 673), (46, 55), 'true', 294)
(25, (935, 670), (47, 57), 'true', 286)
(26, (1100, 526), (50, 64), 'true', 285)
(27, (1093, 480), (47, 60), 'true', 269)
(28, (1035, 512), (47, 58), 'true', 291)
(29, (967, 549), (57, 50), 'true', 221)
(30, (1095, 553), (53, 55), 'true', 303)
(31, (1072, 545), (49, 60), 'true', 282)
(32, (1089, 480), (46, 64), 'true', 260)
(33, (905, 470), (48, 55), 'true', 287)
(34, (907, 471), (50, 55), 'true', 307)
(35, (958, 556), (48, 60), 'true', 271)
(36, (1023, 599), (48, 49), 'true', 292)
(37, (1051, 566), (54, 56), 'true', 242)
(38, (984, 542), (58, 48), 'true', 333)
(39, (985, 511), (45, 54), 'true', 313)
(40, (980, 400), (53, 51), 'true', 310)
(41, (1007, 328), (47, 68), 'true', 270)
(42, (924, 287), (51, 63), 'true', 279)
(43, (1022, 316), (47, 68), 'true', 276)
(44, (920, 424), (52, 59), 'true', 296)
(45, (946, 377), (52, 71), 'true', 272)
(46, (964, 496), (48, 58), 'true', 289)
(47, (967, 544), (48, 42), 'true', 289)
(48, (957, 559), (67, 43), 'true', 14)
(49, (988, 473), (48, 57), 'true', 84)
(50, (877, 462), (67, 53), 'true', 168)
(51, (924, 473), (47, 53), 'true', 279)
(52, (931, 527), (53, 46), 'true', 271)
(53, (925, 501), (66, 49), 'true', 35)
(54, (955, 511), (50, 57), 'true', 90)
(55, (1005, 416), (50, 67), 'true', 108)
(56, (991, 419), (46, 54), 'true', 139)
(57, (976, 436), (42, 53), 'true', 149)
(58, (981, 443), (39, 53), 'true', 149)
(59, (962, 462), (41, 52), 'true', 151)
(60, (981, 473), (41, 52), 'true', 151)
(61, (917, 492), (41, 54), 'true', 139)
(62, (949, 478), (41, 55), 'true', 124)
(63, (992, 457), (40, 57), 'true', 112)
(64, (993, 465), (42, 57), 'true', 134)
(65, (955, 464), (43, 55), 'true', 131)
(66, (999, 454), (45, 58), 'true', 112)
(67, (1029, 435), (41, 58), 'true', 88)
(68, (1027, 451), (43, 56), 'true', 102)
(69, (1012, 431), (43, 54), 'true', 110)
(70, (993, 459), (49, 51), 'true', 157)
(71, (986, 449), (47, 52), 'true', 155)
(72, (969, 455), (47, 57), 'true', 122)
(73, (995, 430), (47, 55), 'true', 124)
(74, (959, 427), (47, 56), 'true', 124)
(75, (947, 443), (51, 60), 'true', 79)
(76, (939, 448), (51, 56), 'true', 83)
(77, (941, 465), (53, 59), 'true', 94)
(78, (932, 489), (51, 61), 'true', 84)
(79, (912, 508), (57, 57), 'true', 83)
(80, (889, 510), (55, 61), 'true', 78)
(81, (889, 518), (54, 59), 'true', 82)
(82, (868, 521), (51, 60), 'true', 87)
(83, (873, 476), (51, 61), 'true', 99)
(84, (888, 452), (49, 62), 'true', 91)
(85, (913, 329), (49, 60), 'true', 87)
(86, (0, 0), (0, 0), 'false', 0)
(87, (0, 0), (0, 0), 'false', 0)
(88, (0, 0), (0, 0), 'false', 0)
(89, (0, 0), (0, 0), 'false', 0)
(90, (0, 0), (0, 0), 'false', 0)
(91, (0, 0), (0, 0), 'false', 0)
(92, (0, 0), (0, 0), 'false', 0)
(93, (0, 0), (0, 0), 'false', 0)
(94, (0, 0), (0, 0), 'false', 0)
(95, (0, 0), (0, 0), 'false', 0)
(96, (0, 0), (0, 0), 'false', 0)
(97, (0, 0), (0, 0), 'false', 0)
