
(0, (0, 0), (0, 0), 'false', 0)
(1, (0, 0), (0, 0), 'false', 0)
(2, (0, 0), (0, 0), 'false', 0)
(3, (0, 0), (0, 0), 'false', 0)
(4, (0, 0), (0, 0), 'false', 0)
(5, (0, 0), (0, 0), 'false', 0)
(6, (1055, 373), (63, 63), 'false', 0)
(7, (968, 237), (68, 68), 'false', 0)
(8, (947, 380), (68, 68), 'false', 0)
(9, (901, 216), (70, 72), 'false', 0)
(10, (929, 126), (74, 77), 'false', 0)
(11, (813, 309), (74, 77), 'false', 0)
(12, (813, 373), (74, 74), 'false', 0)
(13, (912, 459), (74, 74), 'false', 0)
(14, (869, 507), (77, 80), 'false', 0)
(15, (968, 495), (77, 75), 'false', 0)
(16, (971, 509), (78, 75), 'false', 0)
(17, (967, 456), (77, 77), 'false', 0)
(18, (889, 384), (77, 73), 'false', 0)
(19, (944, 359), (77, 73), 'false', 0)
(20, (990, 383), (76, 70), 'false', 0)
(21, (964, 503), (76, 68), 'false', 0)
(22, (872, 540), (76, 68), 'false', 0)
(23, (841, 467), (81, 69), 'false', 0)
(24, (940, 445), (81, 76), 'false', 0)
(25, (941, 515), (81, 71), 'false', 0)
(26, (936, 517), (81, 71), 'false', 0)
(27, (1004, 478), (81, 71), 'false', 0)
(28, (1015, 555), (78, 71), 'false', 0)
(29, (1003, 528), (78, 71), 'false', 0)
(30, (973, 548), (78, 71), 'false', 0)
(31, (1016, 593), (65, 68), 'false', 0)
(32, (906, 455), (72, 75), 'false', 0)
(33, (956, 530), (78, 75), 'false', 0)
(34, (844, 605), (69, 72), 'false', 0)
(35, (1000, 556), (72, 75), 'false', 0)
(36, (964, 581), (73, 75), 'false', 0)
(37, (969, 605), (73, 75), 'false', 0)
(38, (945, 590), (69, 70), 'false', 0)
(39, (928, 562), (69, 67), 'false', 0)
(40, (923, 580), (78, 72), 'false', 0)
(41, (934, 595), (76, 72), 'false', 0)
(42, (901, 603), (68, 72), 'false', 0)
(43, (914, 586), (74, 76), 'false', 0)
(44, (914, 595), (74, 71), 'false', 0)
(45, (864, 559), (74, 71), 'false', 0)
(46, (905, 556), (74, 71), 'false', 0)
(47, (903, 612), (74, 71), 'false', 0)
(48, (873, 595), (82, 78), 'false', 0)
(49, (879, 568), (72, 70), 'false', 0)
(50, (897, 575), (72, 70), 'false', 0)
(51, (887, 522), (72, 70), 'false', 0)
(52, (921, 555), (76, 73), 'false', 0)
(53, (823, 559), (71, 72), 'false', 0)
(54, (839, 571), (71, 72), 'false', 0)
(55, (940, 497), (72, 72), 'false', 0)
(56, (820, 525), (67, 68), 'false', 0)
(57, (906, 557), (66, 64), 'false', 0)
(58, (949, 588), (66, 62), 'false', 0)
(59, (941, 526), (70, 67), 'false', 0)
(60, (923, 500), (72, 72), 'false', 0)
(61, (1012, 507), (72, 68), 'false', 0)
(62, (1008, 499), (72, 68), 'false', 0)
(63, (963, 449), (72, 68), 'false', 0)
(64, (887, 373), (74, 70), 'false', 0)
(65, (928, 383), (77, 74), 'false', 0)
(66, (1002, 344), (70, 72), 'false', 0)
(67, (1053, 375), (72, 76), 'false', 0)
(68, (1039, 465), (72, 76), 'false', 0)
(69, (880, 352), (72, 73), 'false', 0)
(70, (931, 461), (68, 74), 'false', 0)
(71, (809, 422), (75, 76), 'false', 0)
(72, (866, 383), (71, 74), 'false', 0)
(73, (986, 341), (74, 71), 'false', 0)
(74, (1045, 446), (74, 71), 'false', 0)
(75, (1041, 518), (74, 71), 'false', 0)
(76, (895, 462), (74, 71), 'false', 0)
(77, (935, 430), (74, 71), 'false', 0)
(78, (913, 447), (74, 71), 'false', 0)
(79, (969, 478), (74, 66), 'false', 0)
(80, (848, 414), (68, 66), 'false', 0)
(81, (799, 342), (68, 70), 'false', 0)
(82, (894, 452), (66, 65), 'false', 0)
(83, (927, 463), (66, 68), 'false', 0)
(84, (870, 462), (72, 69), 'false', 0)
(85, (967, 452), (72, 66), 'false', 0)
(86, (1006, 464), (72, 66), 'false', 0)
(87, (1040, 506), (75, 68), 'false', 0)
(88, (1057, 502), (64, 68), 'false', 0)
(89, (1018, 469), (64, 65), 'false', 0)
