(0, (0, 0), (0, 0), 'false', 0)
(1, (0, 0), (0, 0), 'false', 0)
(2, (0, 0), (0, 0), 'false', 0)
(3, (0, 0), (0, 0), 'false', 0)
(4, (0, 0), (0, 0), 'false', 0)
(5, (846, 252), (68, 61), 'false', 0)
(6, (793, 431), (77, 70), 'false', 0)
(7, (793, 432), (76, 70), 'false', 0)
(8, (875, 395), (83, 74), 'false', 0)
(9, (921, 373), (78, 75), 'false', 0)
(10, (963, 747), (92, 82), 'false', 0)
(11, (0, 0), (0, 0), 'false', 0)
(12, (757, 714), (83, 74), 'false', 0)
(13, (782, 471), (74, 84), 'false', 0)
(14, (1024, 452), (80, 72), 'false', 0)
(15, (898, 504), (77, 77), 'false', 0)
(16, (712, 515), (82, 77), 'false', 0)
(17, (788, 632), (70, 82), 'false', 0)
(18, (972, 363), (70, 80), 'false', 0)
(19, (871, 426), (79, 72), 'false', 0)
(20, (770, 648), (74, 76), 'false', 0)
(21, (782, 606), (75, 87), 'false', 0)
(22, (984, 542), (84, 76), 'false', 0)
(23, (980, 552), (72, 71), 'false', 0)
(24, (900, 621), (72, 81), 'false', 0)
(25, (907, 613), (84, 71), 'false', 0)
(26, (1068, 472), (76, 79), 'false', 0)
(27, (1058, 427), (86, 70), 'false', 0)
(28, (1005, 456), (80, 76), 'false', 0)
(29, (968, 490), (69, 75), 'false', 0)
(30, (1063, 508), (71, 75), 'false', 0)
(31, (1061, 482), (80, 73), 'false', 0)
(32, (1045, 437), (82, 73), 'false', 0)
(33, (870, 418), (85, 73), 'false', 0)
(34, (870, 418), (82, 75), 'false', 0)
(35, (939, 489), (79, 75), 'false', 0)
(36, (993, 538), (78, 79), 'false', 0)
(37, (1026, 509), (88, 74), 'false', 0)
(38, (949, 483), (72, 80), 'false', 0)
(39, (934, 475), (75, 74), 'false', 0)
(40, (947, 338), (77, 73), 'false', 0)
(41, (956, 288), (82, 68), 'false', 0)
(42, (896, 238), (78, 77), 'false', 0)
(43, (980, 274), (81, 69), 'false', 0)
(44, (898, 367), (77, 74), 'false', 0)
(45, (932, 332), (76, 74), 'false', 0)
(46, (928, 442), (79, 68), 'false', 0)
(47, (932, 488), (82, 75), 'false', 0)
(48, (951, 502), (77, 81), 'false', 0)
(49, (942, 435), (69, 82), 'false', 0)
(50, (858, 449), (70, 76), 'false', 0)
(51, (920, 419), (69, 74), 'false', 0)
(52, (921, 467), (74, 76), 'false', 0)
(53, (898, 451), (69, 85), 'false', 0)
(54, (916, 465), (74, 79), 'false', 0)
(55, (953, 395), (75, 81), 'false', 0)
(56, (935, 401), (73, 81), 'false', 0)
(57, (924, 420), (72, 81), 'false', 0)
(58, (927, 425), (72, 81), 'false', 0)
(59, (909, 443), (72, 81), 'false', 0)
(60, (930, 453), (72, 81), 'false', 0)
(61, (866, 475), (72, 81), 'false', 0)
(62, (899, 463), (72, 81), 'false', 0)
(63, (942, 444), (72, 81), 'false', 0)
(64, (944, 454), (72, 80), 'false', 0)
(65, (908, 452), (71, 80), 'false', 0)
(66, (954, 445), (71, 80), 'false', 0)
(67, (979, 425), (73, 80), 'false', 0)
(68, (978, 440), (73, 80), 'false', 0)
(69, (962, 418), (73, 80), 'false', 0)
(70, (945, 450), (73, 80), 'false', 0)
(71, (937, 441), (73, 80), 'false', 0)
(72, (923, 449), (73, 80), 'false', 0)
(73, (949, 423), (73, 80), 'false', 0)
(74, (914, 423), (73, 80), 'false', 0)
(75, (903, 445), (73, 80), 'false', 0)
(76, (893, 446), (73, 80), 'false', 0)
(77, (897, 465), (73, 80), 'false', 0)
(78, (889, 496), (73, 80), 'false', 0)
(79, (869, 514), (73, 79), 'false', 0)
(80, (846, 520), (73, 79), 'false', 0)
(81, (843, 526), (73, 79), 'false', 0)
(82, (822, 529), (73, 79), 'false', 0)
(83, (824, 480), (76, 77), 'false', 0)
(84, (840, 461), (76, 77), 'false', 0)
(85, (864, 336), (74, 77), 'false', 0)
(86, (0, 0), (0, 0), 'false', 0)
(87, (0, 0), (0, 0), 'false', 0)
(88, (0, 0), (0, 0), 'false', 0)
(89, (0, 0), (0, 0), 'false', 0)
(90, (0, 0), (0, 0), 'false', 0)
(91, (0, 0), (0, 0), 'false', 0)
(92, (0, 0), (0, 0), 'false', 0)
(93, (0, 0), (0, 0), 'false', 0)
(94, (0, 0), (0, 0), 'false', 0)
(95, (0, 0), (0, 0), 'false', 0)
(96, (0, 0), (0, 0), 'false', 0)
(97, (0, 0), (0, 0), 'false', 0)
